Leprosy|C84824|C0023343|81004002|Leprosy (disorder)|
Lesch-Nyhan Syndrome|C61255|C0023374|267451005|Hypoxanthine-guanine phosphoribosyltransferase deficiency (disorder)|
Leukemia|C3161|C0023418|93143009|Leukemia, disease (disorder)|
Lymphangioleiomyomatosis|C3725|C0751674|73017001|Lymphangiomyomatosis|
Malignant Atrophic Papulosis|C84835|C0221011|400171002|Malignant atrophic papulosis (disorder)|
Malignant Fibrous Histiocytoma|C4247|C0334463|34360000|Fibrous histiocytoma, malignant|
Maple Syrup Urine Disease|C34806|C0024776|27718001|Maple syrup urine disease (disorder)|
Mastocytosis|C84269|C0024899|397007003|Mast cell disorder (disorder)|
Medullary Sponge Kidney|C34751|C0022681|82525005|Congenital cystic kidney disease (disorder)|
Melkersson-Rosenthal Syndrome|C84886|C0025235|37770007|Melkersson's syndrome (disorder)|
Mesothelioma|C3234|C0025500|62064005|Mesothelioma, malignant|
Mevalonate Kinase Deficiency|C84890|C0342731|124327008|Deficiency of mevalonate kinase (disorder)|
Multiple Endocrine Neoplasia|C6432|C0027662|60549007|Multiple endocrine adenomas|
Myeloid Sarcoma|C3520|C0152276|94719007|Myeloid sarcoma, disease (disorder)|
Myocardial Infarction|C27996|C0027051|22298006|Myocardial infarction (disorder)|
Necrotizing Ulcerative Gingivitis|C34637|C1527368|240675006|Vincent's infection (disorder)|
Nephrocalcinosis|C84918|C0027709|48638002|Nephrocalcinosis (disorder)|
Netherton Syndrome|C84922|C0265962|54336006|Ichthyosis linearis circumflexa (disorder)|
Neural Tube Defect|C84923|C0027794|67531005|Spina bifida (disorder)|
Neurocysticercosis|C84932|C0338437|230215006|Cerebral cysticercosis (disorder)|
Neurofibroma|C3272|C0027830|189947001|[M]Neurofibroma NOS|
Neurofibromatosis Type 1|C3273|C0027831|92824003|Neurofibromatosis, type 1 (disorder)|
Neuromyelitis Optica|C84934|C0027873|25044007|Neuromyelitis optica (disorder)|
Non-Hodgkin Lymphoma|C3211|C0024305|188675007|Malignant lymphoma - small cleaved cell (disorder)|
Noonan Syndrome|C34854|C0028326|205684007|Turner's phenotype, karyotype normal (disorder)|
Oligodendroglioma|C3288|C0028945|189920006|[M]Oligodendroglioma NOS|
Opsoclonus Myoclonus Syndrome|C4686|C0393626|230350000|Opsoclonus-myoclonus syndrome (disorder)|
Palmar Fibromatosis|C3469|C0013312|203045001|Dupuytren's disease of palm (disorder)|
Pancreatic Carcinoma|C3850|C0235974|363418001|Malignant tumor of pancreas (disorder)|
Pancreatic Endocrine Carcinoma|C3770|C1328479|60346004|Islet cell carcinoma|
Papillon-Lefevre Syndrome|C84992|C0030360|40158001|Papillon-Lefevre syndrome  (disorder)|
Pelger-Huet Anomaly|C85002|C0030779|85559002|Pelger-Huet anomaly (disorder)|
Perineural Cyst|C4797|C0520720|81634008|Perineurial cyst (disorder)|
Peutz-Jeghers Syndrome|C3324|C0031269|54411001|Peutz-Jeghers syndrome (disorder)|
Pierre Robin Syndrome|C85010|C0031900|4602007|Robin sequence (disorder)|
Pituitary Gland Neoplasm|C3330|C0032019|127024001|Neoplasm of pituitary gland (disorder)|
Plague|C85015|C0032064|58750007|Plague (disorder)|
Pneumoconiosis|C26861|C0032273|40122008|Pneumoconiosis (disorder)|
Polycythemia Vera|C3336|C0032463|109992005|Polycythemia vera (disorder)|
Postural Orthostatic Tachycardia Syndrome|C85020|C1299624|371073003|Postural orthostatic tachycardia syndrome (disorder)|
Precocious Puberty|C79704|C0034013|400179000|Precocious puberty (disorder)|
Progressive Bulbar Palsy|C85026|C0030442|54304004|Progressive bulbar palsy (disorder)|
Progressive Supranuclear Palsy|C85028|C0038868|28978003|Progressive supranuclear ophthalmoplegia (disorder)|
Prolidase Deficiency|C85029|C0268532|360994007|Deficiency of prolidase (disorder)|
Propionic Acidemia|C85030|C0268579|69080001|Propionic acidemia (disorder)|
Raynaud's Disease|C34972|C0034734|195295006|Raynaud's disease (disorder)|
Refsum Disease|C85043|C0034960|25362006|Phytanic acid storage disease (disorder)|
Rhizomelic Chondrodysplasia Punctata|C85047|C0282529|56692003|Rhizomelic chondrodysplasia punctata syndrome (disorder)|
Sandhoff Disease|C85052|C0036161|23849003|Sandhoff disease (disorder)|
Sarcoma|C9118|C1261473|424952003|Sarcoma of soft tissue (disorder)|
Seborrheic Keratosis|C9006|C0022603|201097003|Senile keratoma (disorder)|
Spinocerebellar Ataxia|C82341|C0087012|129609000|Spinocerebellar ataxia (disorder)|
Subacute Sclerosing Panencephalitis|C85171|C0038522|416154000|Measles inclusion body encephalitis (disorder)|
Subacute Sclerosing Panencephalitis|C85171|C0038522|359686005|Van Bogaert's sclerosing leukoencephalitis (disorder)|
Takayasu Arteritis|C35062|C0039263|239937004|Idiopathic aortitis (disorder)|
Thalassemia Major|C34375|C0005283|75451007|Thalassemia major (disorder)|
Thrombotic Thrombocytopenic Purpura|C78797|C0034155|78129009|Thrombotic thrombocytopenic purpura (disorder)|
Thyroglossal Duct Cyst|C85189|C0040124|39462005|Thyroglossal duct cyst (disorder)|
Toxic Epidermal Necrolysis|C79777|C0014518|367537006|Toxic epidermal necrolysis, subcorneal type (disorder)|
True Hermaphroditism|C85207|C0266361|18978002|Ovotestis (disorder)|
Vitamin A Deficiency|C85220|C0042842|72000004|Vitamin A deficiency (disorder)|
Wandering Spleen|C85224|C0272414|191384005|Wandering spleen (disorder)|
